metadata_index,composer,title,piece_id,performance_path,score_path,file_exists,file_size_bytes,tokenization_success,error_type,error_message,num_raw_notes,num_normalized_notes,num_tokens,num_raw_cc64_events,num_pedal_tokens,num_pedal_zero,num_pedal_full,num_pedal_intermediate,pedal_zero_ratio,pedal_full_ratio,pedal_intermediate_ratio,pedal1_intermediate_ratio,pedal2_intermediate_ratio,pedal3_intermediate_ratio,pedal4_intermediate_ratio,max_sequence_tokens,requires_4096_token_windowing
156,Bach,Prelude_bwv_889,piece_8cbeceb9c3c3b799,Bach/Prelude/bwv_889/Giesbrecht01M.mid,Bach/Prelude/bwv_889/midi_score.mid,True,9456,True,,,785,785,6280,1138,3140,279,0,2861,0.08885350318471337,0.0,0.9111464968152866,0.9121019108280255,0.910828025477707,0.9121019108280255,0.9095541401273886,6280,True
157,Bach,Prelude_bwv_889,piece_8cbeceb9c3c3b799,Bach/Prelude/bwv_889/LiuY01M.mid,Bach/Prelude/bwv_889/midi_score.mid,True,5225,True,,,782,782,6256,25,3128,3128,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6256,True
158,Bach,Prelude_bwv_889,piece_8cbeceb9c3c3b799,Bach/Prelude/bwv_889/MunA01M.mid,Bach/Prelude/bwv_889/midi_score.mid,True,6538,True,,,780,780,6240,98,3120,3054,0,66,0.9788461538461538,0.0,0.021153846153846155,0.021794871794871794,0.021794871794871794,0.020512820512820513,0.020512820512820513,6240,True
159,Bach,Prelude_bwv_889,piece_8cbeceb9c3c3b799,Bach/Prelude/bwv_889/Wang01M.mid,Bach/Prelude/bwv_889/midi_score.mid,True,6494,True,,,786,786,6288,363,3144,1230,0,1914,0.39122137404580154,0.0,0.6087786259541985,0.6081424936386769,0.6094147582697201,0.6094147582697201,0.6081424936386769,6288,True
160,Bach,Prelude_bwv_889,piece_8cbeceb9c3c3b799,Bach/Prelude/bwv_889/YangY02M.mid,Bach/Prelude/bwv_889/midi_score.mid,True,6460,True,,,789,789,6312,332,3156,2303,0,853,0.7297211660329531,0.0,0.2702788339670469,0.27122940430925224,0.27249683143219267,0.26869455006337134,0.26869455006337134,6312,True
161,Bach,Prelude_bwv_889,piece_8cbeceb9c3c3b799,Bach/Prelude/bwv_889/ZhangW02M.mid,Bach/Prelude/bwv_889/midi_score.mid,True,8234,True,,,795,795,6360,512,3180,2723,0,457,0.8562893081761006,0.0,0.14371069182389937,0.1421383647798742,0.13962264150943396,0.1459119496855346,0.1471698113207547,6360,True
162,Bach,Prelude_bwv_891,piece_32bc8070a1c0cc09,Bach/Prelude/bwv_891/BLINOV04M.mid,Bach/Prelude/bwv_891/midi_score.mid,True,11204,True,,,1180,1180,9440,972,4720,1018,11,3691,0.21567796610169493,0.0023305084745762713,0.7819915254237289,0.7838983050847458,0.7788135593220339,0.7771186440677966,0.788135593220339,9440,True
163,Bach,Prelude_bwv_891,piece_32bc8070a1c0cc09,Bach/Prelude/bwv_891/Duepree06M.mid,Bach/Prelude/bwv_891/midi_score.mid,True,19078,True,,,1185,1185,9480,3196,4740,2196,0,2544,0.46329113924050636,0.0,0.5367088607594936,0.549367088607595,0.5054852320675105,0.5232067510548524,0.5687763713080168,9480,True
164,Bach,Prelude_bwv_892,piece_92f8814503892be7,Bach/Prelude/bwv_892/Hou01M.mid,Bach/Prelude/bwv_892/midi_score.mid,True,6758,True,,,1084,1084,8672,16,4336,4336,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8672,True
165,Bach,Prelude_bwv_892,piece_92f8814503892be7,Bach/Prelude/bwv_892/KabuliL01M.mid,Bach/Prelude/bwv_892/midi_score.mid,True,8830,True,,,1086,1086,8688,517,4344,3750,0,594,0.8632596685082873,0.0,0.13674033149171272,0.13351749539594843,0.13535911602209943,0.13627992633517497,0.141804788213628,8688,True
166,Bach,Prelude_bwv_893,piece_e47353d532687127,Bach/Prelude/bwv_893/Kleisen04M.mid,Bach/Prelude/bwv_893/midi_score.mid,True,6491,True,,,876,876,7008,258,3504,3340,0,164,0.9531963470319634,0.0,0.04680365296803653,0.045662100456621,0.04337899543378995,0.04680365296803653,0.05136986301369863,7008,True
167,Bach,Prelude_bwv_893,piece_e47353d532687127,Bach/Prelude/bwv_893/Levitsky04M.mid,Bach/Prelude/bwv_893/midi_score.mid,True,8255,True,,,885,885,7080,750,3540,3011,30,499,0.8505649717514124,0.00847457627118644,0.14096045197740112,0.1401129943502825,0.13898305084745763,0.14124293785310735,0.14350282485875707,7080,True
168,Bach,Prelude_bwv_893,piece_e47353d532687127,Bach/Prelude/bwv_893/Wong01M.mid,Bach/Prelude/bwv_893/midi_score.mid,True,6460,True,,,895,895,7160,199,3580,3374,106,100,0.9424581005586592,0.029608938547486034,0.027932960893854747,0.03128491620111732,0.026815642458100558,0.026815642458100558,0.026815642458100558,7160,True
169,Balakirev,Islamey,piece_b6676cf2a8d4bd71,Balakirev/Islamey/CHEN04.mid,Balakirev/Islamey/midi_score.mid,True,77216,True,,,8106,8106,64848,5667,32424,5065,18238,9121,0.15621144830989392,0.5624845793239576,0.2813039723661485,0.2823834196891192,0.28127313101406365,0.2786824574389341,0.2828768813224772,64848,True
170,Balakirev,Islamey,piece_b6676cf2a8d4bd71,Balakirev/Islamey/CHEN10M.mid,Balakirev/Islamey/midi_score.mid,True,79093,True,,,7984,7984,63872,6196,31936,5062,13673,13201,0.15850450901803606,0.4281375250501002,0.41335796593186375,0.41720941883767537,0.41132264529058116,0.41019539078156314,0.41470440881763526,63872,True
171,Balakirev,Islamey,piece_b6676cf2a8d4bd71,Balakirev/Islamey/Cho05.mid,Balakirev/Islamey/midi_score.mid,True,93894,True,,,8521,8521,68168,4450,34084,5825,19469,8790,0.17090130266400658,0.5712064311700504,0.25789226616594296,0.26346672925712944,0.25912451590188945,0.25384344560497596,0.255134373899777,68168,True
172,Balakirev,Islamey,piece_b6676cf2a8d4bd71,Balakirev/Islamey/Gorucan03.mid,Balakirev/Islamey/midi_score.mid,True,109296,True,,,8287,8287,66296,7560,33148,12511,8396,12241,0.3774285024737541,0.2532882828526608,0.36928321467358516,0.3679256667068903,0.3702184143839749,0.3687703632195004,0.3702184143839749,66296,True
173,Balakirev,Islamey,piece_b6676cf2a8d4bd71,Balakirev/Islamey/Na04.mid,Balakirev/Islamey/midi_score.mid,True,83966,True,,,8397,8397,67176,7870,33588,7630,14574,11384,0.22716446349886865,0.4339049660593069,0.33893057044182445,0.3414314636179588,0.34274145528164823,0.33738239847564605,0.3341669643920448,67176,True
174,Balakirev,Islamey,piece_b6676cf2a8d4bd71,Balakirev/Islamey/Na08M.mid,Balakirev/Islamey/midi_score.mid,True,84582,True,,,8357,8357,66856,8244,33428,6890,13441,13097,0.20611463443819553,0.40208806988153645,0.39179729568026805,0.3945195644369989,0.3935622831159507,0.38949383750149574,0.3896134976666268,66856,True
175,Balakirev,Islamey,piece_b6676cf2a8d4bd71,Balakirev/Islamey/Shelest03.mid,Balakirev/Islamey/midi_score.mid,True,87524,True,,,8321,8321,66568,6384,33284,4533,19479,9272,0.13619156351400072,0.5852361495012619,0.2785722869847374,0.28049513279653887,0.2800144213435885,0.2770099747626487,0.27676961903617353,66568,True
176,Balakirev,Islamey,piece_b6676cf2a8d4bd71,Balakirev/Islamey/Shi11.mid,Balakirev/Islamey/midi_score.mid,True,83588,True,,,8033,8033,64264,6377,32132,7816,13635,10681,0.24324660774305987,0.4243433337482883,0.3324100585086518,0.33486866674965765,0.3344952072700112,0.3287688285820988,0.33150753143283956,64264,True
177,Balakirev,Islamey,piece_b6676cf2a8d4bd71,Balakirev/Islamey/Verbaite04.mid,Balakirev/Islamey/midi_score.mid,True,100178,True,,,8068,8068,64544,8305,32272,13046,6325,12901,0.4042513634110064,0.19599033217649975,0.3997583044124938,0.3950173525037184,0.4035696579077838,0.4008428358948934,0.3996033713435796,64544,True
178,Balakirev,Islamey,piece_b6676cf2a8d4bd71,Balakirev/Islamey/Yi04M.mid,Balakirev/Islamey/midi_score.mid,True,85146,True,,,8168,8168,65344,8531,32672,10618,9630,12424,0.3249877571008815,0.29474779627815867,0.3802644466209598,0.38222331047992164,0.383692458374143,0.37757100881488737,0.37757100881488737,65344,True
179,Beethoven,Piano_Sonatas_1-1,piece_96bd9cccbf53f3a5,Beethoven/Piano_Sonatas/1-1/KimG01.mid,Beethoven/Piano_Sonatas/1-1/midi_score.mid,True,18667,True,,,1692,1692,13536,810,6768,6083,68,617,0.8987884160756501,0.01004728132387707,0.09116430260047281,0.08687943262411348,0.09042553191489362,0.09692671394799054,0.09042553191489362,13536,True
180,Beethoven,Piano_Sonatas_10-1,piece_b800119a7cfd2f46,Beethoven/Piano_Sonatas/10-1/Hou02M.mid,Beethoven/Piano_Sonatas/10-1/midi_score.mid,True,34547,True,,,2609,2609,20872,4740,10436,3772,416,6248,0.3614411651973936,0.039862016098121886,0.5986968187044844,0.6002299731697969,0.6002299731697969,0.5979302414718283,0.596397087006516,20872,True
181,Beethoven,Piano_Sonatas_11-1,piece_271ea3c9aaf01d3f,Beethoven/Piano_Sonatas/11-1/Arciglione03.mid,Beethoven/Piano_Sonatas/11-1/midi_score.mid,True,47638,True,,,3865,3865,30920,5951,15460,6172,2084,7204,0.39922380336351876,0.13479948253557567,0.4659767141009056,0.46959896507115134,0.46054333764553684,0.463130659767141,0.470633893919793,30920,True
182,Beethoven,Piano_Sonatas_11-1,piece_271ea3c9aaf01d3f,Beethoven/Piano_Sonatas/11-1/DeTurck01.mid,Beethoven/Piano_Sonatas/11-1/midi_score.mid,True,53717,True,,,3814,3814,30512,6134,15256,7846,231,7179,0.5142894598846356,0.015141583639223912,0.47056895647614055,0.4727320398531725,0.46303093864708966,0.47299423177766126,0.4735186156266387,30512,True
183,Beethoven,Piano_Sonatas_11-1,piece_271ea3c9aaf01d3f,Beethoven/Piano_Sonatas/11-1/LiC03M.mid,Beethoven/Piano_Sonatas/11-1/midi_score.mid,True,39356,True,,,3811,3811,30488,4086,15244,6773,2299,6172,0.44430595644187876,0.15081343479401732,0.4048806087641039,0.40934138021516664,0.41170296510102333,0.399632642351089,0.3988454473891367,30488,True
184,Beethoven,Piano_Sonatas_11-1,piece_271ea3c9aaf01d3f,Beethoven/Piano_Sonatas/11-1/LiYZ03M.mid,Beethoven/Piano_Sonatas/11-1/midi_score.mid,True,40906,True,,,3841,3841,30728,4024,15364,298,2435,12631,0.01939599062744077,0.1584873730799271,0.8221166362926321,0.8250455610518094,0.8276490497266337,0.8198385837021609,0.8159333506899245,30728,True
185,Beethoven,Piano_Sonatas_11-1,piece_271ea3c9aaf01d3f,Beethoven/Piano_Sonatas/11-1/MaximovI02M.mid,Beethoven/Piano_Sonatas/11-1/midi_score.mid,True,142240,True,,,11586,11586,92688,8771,46344,32301,9272,4771,0.696983428275505,0.20006904885206284,0.10294752287243225,0.10719834282755049,0.10469532194027274,0.1020196789228379,0.09787674779906784,92688,True
186,Beethoven,Piano_Sonatas_11-1,piece_271ea3c9aaf01d3f,Beethoven/Piano_Sonatas/11-1/NAKAJI01.mid,Beethoven/Piano_Sonatas/11-1/midi_score.mid,True,49121,True,,,3829,3829,30632,4078,15316,6807,1284,7225,0.44443718986680597,0.08383389919038914,0.4717289109428049,0.4695743013841734,0.47584225646382866,0.472708278924001,0.4687908069992165,30632,True
187,Beethoven,Piano_Sonatas_11-1,piece_271ea3c9aaf01d3f,Beethoven/Piano_Sonatas/11-1/ZhaoK02M.mid,Beethoven/Piano_Sonatas/11-1/midi_score.mid,True,41041,True,,,3886,3886,31088,3668,15544,7702,2523,5319,0.4954966546577457,0.1623134328358209,0.3421899125064333,0.3476582604220278,0.343798250128667,0.33890890375707666,0.3383942357179619,31088,True
188,Beethoven,Piano_Sonatas_11-2,piece_79c73e4f09e76772,Beethoven/Piano_Sonatas/11-2/MaximovI04.mid,Beethoven/Piano_Sonatas/11-2/midi_score.mid,True,50056,True,,,2176,2176,17408,3809,8704,2050,5159,1495,0.23552389705882354,0.5927159926470589,0.17176011029411764,0.18060661764705882,0.17784926470588236,0.17003676470588236,0.15854779411764705,17408,True
189,Beethoven,Piano_Sonatas_11-3,piece_e8fdb300a2a179f1,Beethoven/Piano_Sonatas/11-3/MaximovI05.mid,Beethoven/Piano_Sonatas/11-3/midi_score.mid,True,27049,True,,,1954,1954,15632,1035,7816,6763,550,503,0.8652763561924258,0.07036847492323439,0.06435516888433981,0.06499488229273286,0.06294779938587512,0.06294779938587512,0.06653019447287616,15632,True
190,Beethoven,Piano_Sonatas_12-1,piece_0aad834ae2799251,Beethoven/Piano_Sonatas/12-1/Garritson01.mid,Beethoven/Piano_Sonatas/12-1/midi_score.mid,True,77737,True,,,3324,3324,26592,9317,13296,6261,7,7028,0.4708935018050541,0.00052647412755716,0.5285800240673887,0.5336943441636582,0.51323706377858,0.532791817087846,0.5345968712394705,26592,True
191,Beethoven,Piano_Sonatas_12-1,piece_0aad834ae2799251,Beethoven/Piano_Sonatas/12-1/Kleisen05M.mid,Beethoven/Piano_Sonatas/12-1/midi_score.mid,True,54980,True,,,3194,3194,25552,7860,12776,5049,0,7727,0.3951941139636819,0.0,0.6048058860363181,0.6039448966812774,0.5983093299937383,0.6073888541014402,0.6095804633688165,25552,True
192,Beethoven,Piano_Sonatas_12-1,piece_0aad834ae2799251,Beethoven/Piano_Sonatas/12-1/Zhao02.mid,Beethoven/Piano_Sonatas/12-1/midi_score.mid,True,91675,True,,,3300,3300,26400,11636,13200,5242,384,7574,0.3971212121212121,0.02909090909090909,0.5737878787878787,0.5748484848484848,0.5763636363636364,0.5748484848484848,0.5690909090909091,26400,True
193,Beethoven,Piano_Sonatas_13-4,piece_5428e277d7c6a5e7,Beethoven/Piano_Sonatas/13-4/Taverna01.mid,Beethoven/Piano_Sonatas/13-4/midi_score.mid,True,70099,True,,,4107,4107,32856,4928,16428,9235,2772,4421,0.5621499878256635,0.168736303871439,0.2691137083028975,0.2717311906501096,0.2717311906501096,0.2692963233503774,0.26369612856099345,32856,True
194,Beethoven,Piano_Sonatas_14-3,piece_4a64fd2a835a1f08,Beethoven/Piano_Sonatas/14-3/Meek03.mid,Beethoven/Piano_Sonatas/14-3/midi_score.mid,True,79783,True,,,4912,4912,39296,6432,19648,8375,3184,8089,0.4262520358306189,0.16205211726384364,0.41169584690553745,0.4155130293159609,0.41164495114006516,0.40879478827361565,0.41083061889250816,39296,True
195,Beethoven,Piano_Sonatas_15-1,piece_7161094b58a2576d,Beethoven/Piano_Sonatas/15-1/LEE_H01.mid,Beethoven/Piano_Sonatas/15-1/midi_score.mid,True,74032,True,,,3921,3921,31368,8784,15684,2169,1382,12133,0.1382938026013772,0.08811527671512369,0.7735909206834991,0.7732721244580464,0.7765876052027544,0.7719969395562356,0.7725070135169599,31368,True
196,Beethoven,Piano_Sonatas_15-1,piece_7161094b58a2576d,Beethoven/Piano_Sonatas/15-1/Sekino01.mid,Beethoven/Piano_Sonatas/15-1/midi_score.mid,True,56184,True,,,3944,3944,31552,8758,15776,611,6780,8385,0.03872971602434077,0.42976673427991885,0.5315035496957403,0.5311866125760649,0.5309330628803245,0.5332150101419878,0.5306795131845842,31552,True
197,Beethoven,Piano_Sonatas_15-1,piece_7161094b58a2576d,Beethoven/Piano_Sonatas/15-1/ZhaoA02.mid,Beethoven/Piano_Sonatas/15-1/midi_score.mid,True,62409,True,,,3917,3917,31336,6879,15668,3551,7360,4757,0.22664028593311208,0.4697472555527189,0.303612458514169,0.3083992851672198,0.31350523359714066,0.3025274444728108,0.2900178708195047,31336,True
198,Beethoven,Piano_Sonatas_15-4,piece_c7654541a76ac13c,Beethoven/Piano_Sonatas/15-4/Floril01.mid,Beethoven/Piano_Sonatas/15-4/midi_score.mid,True,59540,True,,,2736,2736,21888,4601,10944,5159,2115,3670,0.4713998538011696,0.19325657894736842,0.33534356725146197,0.34100877192982454,0.3304093567251462,0.33260233918128657,0.33735380116959063,21888,True
199,Beethoven,Piano_Sonatas_16-1,piece_5f492a2baed07330,Beethoven/Piano_Sonatas/16-1/BuiJL02M.mid,Beethoven/Piano_Sonatas/16-1/midi_score.mid,True,29426,True,,,3264,3264,26112,2461,13056,8502,2122,2432,0.6511948529411765,0.16253063725490197,0.18627450980392157,0.1875,0.1875,0.18596813725490197,0.18412990196078433,26112,True
200,Beethoven,Piano_Sonatas_16-1,piece_5f492a2baed07330,Beethoven/Piano_Sonatas/16-1/Khmara01.mid,Beethoven/Piano_Sonatas/16-1/midi_score.mid,True,39113,True,,,3375,3375,27000,2755,13500,6391,2439,4670,0.4734074074074074,0.18066666666666667,0.3459259259259259,0.35259259259259257,0.34903703703703703,0.3413333333333333,0.34074074074074073,27000,True
201,Beethoven,Piano_Sonatas_16-1,piece_5f492a2baed07330,Beethoven/Piano_Sonatas/16-1/Khmara05M.mid,Beethoven/Piano_Sonatas/16-1/midi_score.mid,True,26999,True,,,3332,3332,26656,1573,13328,8804,2691,1833,0.6605642256902761,0.20190576230492197,0.13753001200480192,0.14255702280912366,0.1437575030012005,0.13085234093637454,0.132953181272509,26656,True
202,Beethoven,Piano_Sonatas_16-1,piece_5f492a2baed07330,Beethoven/Piano_Sonatas/16-1/LeeSH02M.mid,Beethoven/Piano_Sonatas/16-1/midi_score.mid,True,31549,True,,,3370,3370,26960,2283,13480,8666,2622,2192,0.6428783382789317,0.19451038575667656,0.1626112759643917,0.15964391691394658,0.16706231454005935,0.16439169139465876,0.15934718100890208,26960,True
203,Beethoven,Piano_Sonatas_16-1,piece_5f492a2baed07330,Beethoven/Piano_Sonatas/16-1/LuoJ03M.mid,Beethoven/Piano_Sonatas/16-1/midi_score.mid,True,33929,True,,,3339,3339,26712,3613,13356,3269,1332,8755,0.24475890985324947,0.09973045822102426,0.6555106319257262,0.6675651392632524,0.6522911051212938,0.6516921233902366,0.6504941599281222,26712,True
204,Beethoven,Piano_Sonatas_16-1,piece_5f492a2baed07330,Beethoven/Piano_Sonatas/16-1/Shybayeva02.mid,Beethoven/Piano_Sonatas/16-1/midi_score.mid,True,61098,True,,,3403,3403,27224,5970,13612,3412,2426,7774,0.25066118131060827,0.1782250955039671,0.5711137231854246,0.5800764031736703,0.5706729356450191,0.5700852189244784,0.5636203349985307,27224,True
205,Beethoven,Piano_Sonatas_16-1,piece_5f492a2baed07330,Beethoven/Piano_Sonatas/16-1/Woo01.mid,Beethoven/Piano_Sonatas/16-1/midi_score.mid,True,40272,True,,,3378,3378,27024,3007,13512,6084,1248,6180,0.4502664298401421,0.09236234458259325,0.4573712255772647,0.46003552397868563,0.45973949082297216,0.4561870929544109,0.45352279455298994,27024,True
206,Beethoven,Piano_Sonatas_16-1,piece_5f492a2baed07330,Beethoven/Piano_Sonatas/16-1/Woo05M.mid,Beethoven/Piano_Sonatas/16-1/midi_score.mid,True,24833,True,,,3306,3306,26448,1126,13224,11214,930,1080,0.8480036297640653,0.07032667876588022,0.08166969147005444,0.07955232909860858,0.08318209316394434,0.08136721113127647,0.08257713248638839,26448,True
207,Beethoven,Piano_Sonatas_16-2,piece_f0d796ba087bed5c,Beethoven/Piano_Sonatas/16-2/LuoJ04M.mid,Beethoven/Piano_Sonatas/16-2/midi_score.mid,True,91006,True,,,4614,4614,36912,17364,18456,227,1282,16947,0.01229952319029042,0.06946250541829216,0.9182379713914174,0.9263112267013437,0.9208929345470308,0.91135674035544,0.9143909839618553,36912,True
208,Beethoven,Piano_Sonatas_17-1,piece_d9862bfa8cd94b62,Beethoven/Piano_Sonatas/17-1/KaszoS09M.mid,Beethoven/Piano_Sonatas/17-1/midi_score.mid,True,62760,True,,,3922,3922,31376,6590,15688,6926,3935,4827,0.44148393676695563,0.25082865884752675,0.3076874043855176,0.30749617542070373,0.3059663437021928,0.30749617542070373,0.30979092299847016,31376,True
209,Beethoven,Piano_Sonatas_17-1,piece_d9862bfa8cd94b62,Beethoven/Piano_Sonatas/17-1/Mordvinov02.mid,Beethoven/Piano_Sonatas/17-1/midi_score.mid,True,67964,True,,,4018,4018,32144,6813,16072,6050,2875,7147,0.37643106022896966,0.17888252862120457,0.44468641114982577,0.445993031358885,0.4410154305624689,0.44325535092085616,0.4484818317570931,32144,True
210,Beethoven,Piano_Sonatas_17-1,piece_d9862bfa8cd94b62,Beethoven/Piano_Sonatas/17-1/Tuncali01.mid,Beethoven/Piano_Sonatas/17-1/midi_score.mid,True,63478,True,,,3988,3988,31904,6786,15952,5365,2157,8430,0.33632146439317956,0.13521815446339017,0.5284603811434303,0.5275827482447342,0.5250752256770311,0.5293380140421263,0.5318455366098295,31904,True
211,Beethoven,Piano_Sonatas_17-1,piece_d9862bfa8cd94b62,Beethoven/Piano_Sonatas/17-1/USHIKI05.mid,Beethoven/Piano_Sonatas/17-1/midi_score.mid,True,55078,True,,,3837,3837,30696,5109,15348,3011,1274,11063,0.19618191295282772,0.08300755798801147,0.7208105290591608,0.7221787855095126,0.7232212666145426,0.7195725827469377,0.7182694813656503,30696,True
212,Beethoven,Piano_Sonatas_17-1,piece_d9862bfa8cd94b62,Beethoven/Piano_Sonatas/17-1_no_repeat/Giesbrecht02.mid,Beethoven/Piano_Sonatas/17-1_no_repeat/midi_score.mid,True,38816,True,,,2826,2826,22608,3652,11304,4491,3137,3676,0.39729299363057324,0.2775123849964614,0.32519462137296534,0.33014861995753714,0.3273177636234961,0.32448690728945506,0.318825194621373,22608,True
213,Beethoven,Piano_Sonatas_17-1,piece_d9862bfa8cd94b62,Beethoven/Piano_Sonatas/17-1_no_repeat/GuoE02M.mid,Beethoven/Piano_Sonatas/17-1_no_repeat/midi_score.mid,True,34147,True,,,2787,2787,22296,4400,11148,4596,1742,4810,0.41227125941872983,0.15626121277359167,0.4314675278076785,0.43451740222461427,0.43415859346968066,0.42734122712594186,0.4298528884104772,22296,True
214,Beethoven,Piano_Sonatas_17-1,piece_d9862bfa8cd94b62,Beethoven/Piano_Sonatas/17-1_no_repeat/HONG01.mid,Beethoven/Piano_Sonatas/17-1_no_repeat/midi_score.mid,True,36822,True,,,2801,2801,22408,3305,11204,4171,3112,3921,0.3722777579435916,0.27775794359157446,0.349964298464834,0.3502320599785791,0.3495180292752588,0.34666190646197786,0.35344519814352016,22408,True
215,Beethoven,Piano_Sonatas_17-1,piece_d9862bfa8cd94b62,Beethoven/Piano_Sonatas/17-1_no_repeat/KabuliL02M.mid,Beethoven/Piano_Sonatas/17-1_no_repeat/midi_score.mid,True,36725,True,,,2761,2761,22088,4955,11044,2802,1055,7187,0.2537124230351322,0.09552698297718218,0.6507605939876856,0.6562839550887359,0.649402390438247,0.6483158275986961,0.6490402028250634,22088,True
216,Beethoven,Piano_Sonatas_17-1,piece_d9862bfa8cd94b62,Beethoven/Piano_Sonatas/17-1_no_repeat/Lee02.mid,Beethoven/Piano_Sonatas/17-1_no_repeat/midi_score.mid,True,38532,True,,,2891,2891,23128,3027,11564,3244,4295,4025,0.28052576962988585,0.37141127637495674,0.3480629539951574,0.35696990660671046,0.34901418194396405,0.34244206157039087,0.34382566585956414,23128,True
217,Beethoven,Piano_Sonatas_17-1,piece_d9862bfa8cd94b62,Beethoven/Piano_Sonatas/17-1_no_repeat/Nedayvoda01.mid,Beethoven/Piano_Sonatas/17-1_no_repeat/midi_score.mid,True,45883,True,,,2611,2611,20888,5138,10444,870,3207,6367,0.08330141708157794,0.3070662581386442,0.6096323247797779,0.6120260436614324,0.6158559938720797,0.6058981233243967,0.6047491382612026,20888,True
218,Beethoven,Piano_Sonatas_17-1,piece_d9862bfa8cd94b62,Beethoven/Piano_Sonatas/17-1_no_repeat/Richardson02M.mid,Beethoven/Piano_Sonatas/17-1_no_repeat/midi_score.mid,True,27545,True,,,2804,2804,22432,2606,11216,5684,2457,3075,0.5067760342368046,0.2190620542082739,0.27416191155492153,0.2706847360912982,0.2788873038516405,0.27425106990014264,0.27282453637660486,22432,True
219,Beethoven,Piano_Sonatas_17-1,piece_d9862bfa8cd94b62,Beethoven/Piano_Sonatas/17-1_no_repeat/Rizikov02.mid,Beethoven/Piano_Sonatas/17-1_no_repeat/midi_score.mid,True,57792,True,,,2864,2864,22912,7360,11456,1932,3079,6445,0.16864525139664804,0.26876745810055863,0.5625872905027933,0.5705307262569832,0.5631983240223464,0.5579608938547486,0.5586592178770949,22912,True
220,Beethoven,Piano_Sonatas_17-1,piece_d9862bfa8cd94b62,Beethoven/Piano_Sonatas/17-1_no_repeat/Song01.mid,Beethoven/Piano_Sonatas/17-1_no_repeat/midi_score.mid,True,57949,True,,,2748,2748,21984,5095,10992,4131,2399,4462,0.3758187772925764,0.21824963609898107,0.40593158660844253,0.40756914119359533,0.40211062590975255,0.40502183406113534,0.4090247452692867,21984,True
221,Beethoven,Piano_Sonatas_17-1,piece_d9862bfa8cd94b62,Beethoven/Piano_Sonatas/17-1_no_repeat/TuanS02M.mid,Beethoven/Piano_Sonatas/17-1_no_repeat/midi_score.mid,True,28077,True,,,2831,2831,22648,2717,11324,6560,2485,2279,0.5793006004945249,0.21944542564464853,0.20125397386082655,0.1956905687036383,0.21087954786294597,0.20558106676086188,0.19286471211586012,22648,True
222,Beethoven,Piano_Sonatas_17-1,piece_d9862bfa8cd94b62,Beethoven/Piano_Sonatas/17-1_no_repeat/WangH03M.mid,Beethoven/Piano_Sonatas/17-1_no_repeat/midi_score.mid,True,31896,True,,,2822,2822,22576,3562,11288,4382,4137,2769,0.3881998582565556,0.36649539333805814,0.24530474840538624,0.25761871013465626,0.24202693125442948,0.23387668320340185,0.2476966690290574,22576,True
223,Beethoven,Piano_Sonatas_17-2,piece_ea9d8e5e21894350,Beethoven/Piano_Sonatas/17-2/KaszoS10.mid,Beethoven/Piano_Sonatas/17-2/midi_score.mid,True,86967,True,,,1967,1967,15736,12215,7868,721,2216,4931,0.09163701067615658,0.28164717844433146,0.6267158108795119,0.6359938993390951,0.6131164209456025,0.6370106761565836,0.6207422470767666,15736,True
224,Beethoven,Piano_Sonatas_17-2,piece_ea9d8e5e21894350,Beethoven/Piano_Sonatas/17-2/USHIKI05M.mid,Beethoven/Piano_Sonatas/17-2/midi_score.mid,True,33392,True,,,1692,1692,13536,5891,6768,90,67,6611,0.013297872340425532,0.00989952718676123,0.9768026004728132,0.9775413711583925,0.973404255319149,0.9781323877068558,0.9781323877068558,13536,True
225,Beethoven,Piano_Sonatas_17-3,piece_fb04dc9ead3421a9,Beethoven/Piano_Sonatas/17-3/KaszoS11M.mid,Beethoven/Piano_Sonatas/17-3/midi_score.mid,True,62706,True,,,4222,4222,33776,7337,16888,2802,7623,6463,0.16591662719090478,0.4513855992420654,0.38269777356702983,0.3855992420653719,0.3768356229275225,0.3765987683562293,0.3917574609189957,33776,True
226,Beethoven,Piano_Sonatas_17-3,piece_fb04dc9ead3421a9,Beethoven/Piano_Sonatas/17-3/USHIKI05M.mid,Beethoven/Piano_Sonatas/17-3/midi_score.mid,True,52891,True,,,4315,4315,34520,5944,17260,3125,0,14135,0.18105446118192353,0.0,0.8189455388180765,0.8187717265353418,0.8199304750869062,0.818539976825029,0.818539976825029,34520,True
227,Beethoven,Piano_Sonatas_18-1,piece_5965641b3278d691,Beethoven/Piano_Sonatas/18-1/Avdeeva01.mid,Beethoven/Piano_Sonatas/18-1/midi_score.mid,True,51117,True,,,3243,3243,25944,4798,12972,8571,1026,3375,0.6607308048103607,0.07909343200740056,0.2601757631822387,0.26179463459759483,0.261486278137527,0.2611779216774591,0.25624421831637373,25944,True
228,Beethoven,Piano_Sonatas_18-1,piece_5965641b3278d691,Beethoven/Piano_Sonatas/18-1/ChenGuang03M.mid,Beethoven/Piano_Sonatas/18-1/midi_score.mid,True,36694,True,,,3264,3264,26112,3498,13056,8039,2884,2133,0.6157322303921569,0.22089460784313725,0.16337316176470587,0.16207107843137256,0.16513480392156862,0.1715686274509804,0.15471813725490197,26112,True
